"time","I0","Ii","Iy"
1.96,300,-134.66215299265892,350.19485244740775
1.98,300,-134.59567428949182,350.1172101370781
2,300,-134.52954702737756,350.03997802756624
2.02,300,-134.46376924531083,349.96315395059685
2.04,300,-134.39833896982302,349.8867357497771
2.06,300,-134.33325421498196,349.81072128059753
2.08,300,-134.268512982392,349.7351084104309
2.1,300,-134.20411326119398,349.65989501853306
2.12,300,-134.14005302806532,349.5850789960428
2.14,300,-134.07633024721991,349.5106582459814
2.16,300,-134.01294540410524,349.4366306944998
2.18,300,-133.94990557143723,349.36299430892603
2.2,300,-133.88720076704206,349.28974699282395
2.22,300,-133.82482936932664,349.21688669880604
2.24,300,-133.76278976801228,349.1444113914731
2.26,300,-133.7010803641344,349.07231904741434
2.28,300,-133.63969957004264,349.0006076552076
2.3,300,-133.57864580940085,348.92927521541867
2.32,300,-133.51791751718707,348.85831974060176
2.34,300,-133.45751313969365,348.78773925529964
2.36,300,-133.397431134527,348.7175317960433
2.38,300,-133.3376699706079,348.647695411352
2.4,300,-133.27822812817118,348.57822816173376
2.42,300,-133.21910409876602,348.5091281196845
2.44,300,-133.16028411078173,348.4403925841634
2.46,300,-133.10177443725664,348.3720201481845
2.48,300,-133.04357410659657,348.3040089523937
2.5,300,-132.98568121557932,348.2363570890801
2.52,300,-132.92809385254682,348.16906266125756
2.54,300,-132.870810097405,348.1021237826639
2.56,300,-132.81382802162403,348.0355385777616
2.58,300,-132.75714568823804,347.9693051817374
2.6,300,-132.7007611518452,347.90342174050306
2.62,300,-132.6446724586079,347.8378864106936
2.64,300,-132.5888776462525,347.7726973596696
2.66,300,-132.53337474406956,347.7078527655153
2.68,300,-132.47816177291358,347.64335081703985
2.7,300,-132.4232443311411,347.57918954494556
2.72,300,-132.3686199220262,347.51536717063385
2.74,300,-132.31428307943287,347.45188199212936
2.76,300,-132.2602321911351,347.3887322322217
2.78,300,-132.2064656541213,347.3259161240318
2.8,300,-132.15298187459442,347.26343191101256
